YEAR,FIRM,SALE,XOPR
2017,CRWS,70,63
2018,CRWS,76,68
2010,CUB,1194,1074
2011,CUB,1285,1151
2012,CUB,1381,1228
2013,CUB,1361,1236
2014,CUB,1398,1274
2015,CUB,1431,1305
2016,CUB,1462,1377
2017,CUB,1486,1411
2018,CUB,1203,1120
2019,CUB,1496,1350
2009,CULP,206,186
2010,CULP,217,196
2011,CULP,254,235
2012,CULP,269,242
2013,CULP,287,261
2014,CULP,310,281
2015,CULP,313,278
2016,CULP,310,272
2017,CULP,324,288
2018,CULP,297,273
2010,CMI,13236,11692
2011,CMI,18060,15612
2012,CMI,17352,15062
2013,CMI,17321,15162
2014,CMI,19255,16750
2015,CMI,19130,16499
2016,CMI,17537,15222
2017,CMI,20478,17913
2018,CMI,23809,20785
2019,CMI,23571,20397
2010,CW,1893,1630
2011,CW,2054,1761
2012,CW,2098,1823
2013,CW,2511,2155
2014,CW,2243,1855
2015,CW,2206,1788
2016,CW,2109,1705
2017,CW,2271,1831
2018,CW,2412,1935
2010,GTBP,0,3
2011,GTBP,0,4
2012,GTBP,0,4
2013,GTBP,0,1
2014,GTBP,0,2
2015,GTBP,0,9
2016,GTBP,0,9
2017,GTBP,0,136
2018,GTBP,0,22
2010,DAN,6109,5599
2011,DAN,7592,6876
2012,DAN,7224,6471
2013,DAN,6769,6071
2014,DAN,6617,5912
2015,DAN,6060,5442
2016,DAN,5826,5214
2017,DAN,7209,6422
2018,DAN,8143,7223
2010,DHR,13203,10600
2011,DHR,16091,12573
2012,DHR,18260,14203
2013,DHR,19118,14810
2014,DHR,19914,15373
2015,DHR,20563,15750
2016,DHR,16882,12785
2017,DHR,18330,13911
2018,DHR,19893,15112
2019,DHR,17911,13276
2010,DAIO,26,22
2011,DAIO,27,24
2012,DAIO,17,20
2013,DAIO,19,20
2014,DAIO,22,20
2015,DAIO,22,20
2016,DAIO,23,21
2017,DAIO,34,28
2018,DAIO,29,27
2009,DRAM.1,44,50
2010,DRAM.1,47,50
2011,DRAM.1,36,40
2012,DRAM.1,28,31
2013,DRAM.1,30,32
2014,DRAM.1,28,31
2015,DRAM.1,25,26
2010,DXR,2,7
2011,DXR,1,7
2011,7413B,0,0
2010,VIEWF,392,373
2011,VIEWF,565,542
2012,VIEWF,785,770
2013,VIEWF,88,84
2010,DE,25550,21211
2011,DE,31629,26115
2012,DE,35736,29603
2013,DE,37347,30328
2014,DE,35538,29193
2015,DE,28324,24020
2016,DE,26006,22042
2017,DE,28445,23868
2018,DE,36578,30085
2019,DE,39258,31747
2010,DLX,1378,1036
2011,DLX,1418,1057
2012,DLX,1515,1136
2013,DLX,1585,1185
2014,DLX,1674,1257
2015,DLX,1773,1333
2016,DLX,1849,1377
2017,DLX,1966,1444
2018,DLX,1998,1504
2010,DTRX,94,86
2011,DTRX,49,43
2012,DTRX,43,53
2013,DTRX,41,35
2014,DTRX,41,37
2015,DTRX,39,34
2016,DTRX,38,33
2010,DEWY,8,9
2011,DEWY,7,8
2012,DEWY,9,9
2013,DEWY,8,8
2014,DEWY,7,7
2015,DEWY,7,7
2016,DEWY,6,6
2017,DEWY,3,4
2018,DEWY,5,4
2019,DEWY,6,5
2010,DBD,2824,2561
2011,DBD,2836,2571
2012,DBD,2992,2764
2013,DBD,2857,2664
2014,DBD,3051,2798
2015,DBD,2419,2235
2016,DBD,3316,3208
2017,DBD,4609,4419
2018,DBD,4579,4411
2019,DBD,4409,4269
2010,NSYS,100,97
2011,NSYS,114,111
2012,NSYS,107,104
2013,NSYS,111,108
2014,NSYS,112,109
2015,NSYS,115,113
2016,NSYS,117,114
2017,NSYS,112,111
2018,NSYS,113,110
2010,DIOD,613,456
2011,DIOD,635,502
2012,DIOD,634,547
2013,DIOD,827,695
2014,DIOD,891,729
2015,DIOD,849,720
2016,DIOD,942,795
2017,DIOD,1054,867
2018,DIOD,1214,953
2019,DIOD,1249,958
2010,DNEX,420,319
2010,DION,1,1
2011,DION,0,1
2010,DXYN,231,220
2011,DXYN,270,256
2012,DXYN,266,253
2013,DXYN,345,318
2014,DXYN,407,389
2015,DXYN,422,403
2016,DXYN,397,386
2017,DXYN,412,395
2018,DXYN,405,398
2010,WFSTF,668,620
2011,WFSTF,854,795
2012,WFSTF,925,875
2013,WFSTF,978,852
2014,WFSTF,1037,931
2015,WFSTF,1082,969
2016,WFSTF,1187,1045
2017,WFSTF,1143,991
2018,WFSTF,1197,1054
2010,DCI,1884,1569
2011,DCI,2303,1917
2012,DCI,2502,2069
2013,DCI,2445,2025
2014,DCI,2473,2048
2015,DCI,2371,1992
2016,DCI,2220,1852
2017,DCI,2372,1968
2018,DCI,2734,2278
2019,DCI,2845,2383
2010,RRD,10019,8753
2011,RRD,10611,9326
2012,RRD,10222,8997
2013,RRD,10480,9325
2014,RRD,11603,10457
2015,RRD,11257,10054
2016,RRD,6896,6429
2017,RRD,6940,6465
2018,RRD,6800,6367
2010,DOV,7133,5824
2011,DOV,7950,6430
2012,DOV,8104,6462
2013,DOV,8730,6909
2014,DOV,7753,6182
2015,DOV,6956,5653
2016,DOV,6794,5656
2017,DOV,7830,6449
2018,DOV,6992,5808
2019,DOV,7136,5830
2010,DD,53674,47532
2011,DD,59985,53060
2012,DD,56786,50218
2013,DD,57080,50055
2014,DD,58167,49887
2015,DD,48778,40246
2016,DD,48158,39387
2017,DD,62484,51277
2018,DD,85977,69634
2019,DD,21512,16658
2009,LCRD,59,49
2010,DD.2,32134,27036
2011,DD.2,38437,31967
2012,DD.2,35043,28838
2013,DD.2,35935,30066
2014,DD.2,34906,28599
2015,DD.2,25268,20899
2016,DD.2,24764,19524
2010,DCO,408,370
2011,DCO,581,522
2012,DCO,747,664
2013,DCO,737,665
2014,DCO,742,668
2015,DCO,666,623
2016,DCO,551,499
2017,DCO,558,510
2018,DCO,629,566
2010,FLS,4032,3345
2011,FLS,4510,3806
2012,FLS,4751,3998
2013,FLS,4955,4130
2014,FLS,4878,4006
2015,FLS,4561,3810
2016,FLS,3990,3462
2017,FLS,3661,3241
2018,FLS,3833,3366
2010,DYNT,33,31
2011,DYNT,33,32
2012,DYNT,32,31
2013,DYNT,30,29
2014,DYNT,27,27
2015,DYNT,29,29
2016,DYNT,30,31
2017,DYNT,36,36
2018,DYNT,64,64
2019,DYNT,63,62
2010,COBR,111,106
2011,COBR,123,115
2012,COBR,119,113
2013,COBR,111,110
2010,DYSL,43,37
2011,DYSL,47,43
2012,DYSL,48,47
2013,DYSL,43,42
2014,DYSL,42,40
2015,DYSL,41,39
2016,DYSL,43,42
2017,DYSL,37,37
2018,DYSL,41,39
2019,DYSL,44,42
2010,PKI,1704,1443
2011,PKI,1921,1660
2012,PKI,2115,1859
2013,PKI,2166,1785
2014,PKI,2237,1887
2015,PKI,2262,1843
2016,PKI,2116,1709
2017,PKI,2257,1799
2018,PKI,2778,2213
2019,PKI,2884,2241
2010,MTWD.1,2,2
2011,MTWD.1,2,2
2012,MTWD.1,2,2
2010,STS,221,222
2011,STS,301,292
2012,STS,286,272
2013,STS,282,266
2014,STS,236,220
2015,STS,278,256
2016,STS,299,267
2010,EML,130,118
2011,EML,143,130
2012,EML,158,141
2013,EML,142,128
2014,EML,141,126
2015,EML,145,131
2016,EML,138,123
2017,EML,204,185
2018,EML,234,211
2010,KODK,7187,6444
2011,KODK,6022,6272
2012,KODK,4114,4305
2013,KODK,2347,2193
2014,KODK,2102,1851
2015,KODK,1798,1576
2016,KODK,1543,1269
2017,KODK,1531,1347
2018,KODK,1325,1347
2010,ETN,13715,11993
2011,ETN,16049,13860
2012,ETN,16311,14183
2013,ETN,22046,18909
2014,ETN,22552,19133
2015,ETN,20855,17623
2016,ETN,19747,16678
2017,ETN,20404,17042
2018,ETN,21609,17802
2019,ETN,21390,18134
2010,ECL,6090,4928
2011,ECL,6828,5512
2012,ECL,11839,9605
2013,ECL,13253,10671
2014,ECL,14281,11379
2015,ECL,13545,10637
2016,ECL,13153,10281
2017,ECL,13838,10885
2018,ECL,14668,11647
2010,ELN,1170,1033
2011,ELN,661,540
2012,ELN,0,198
2009,ESIO,149,163
2010,ESIO,257,235
2011,ESIO,254,231
2012,ESIO,217,209
2013,ESIO,181,199
2014,ESIO,159,178
2015,ESIO,184,185
2016,ESIO,161,172
2017,ESIO,368,267
2010,ELSE,6,5
2011,ELSE,6,5
2012,ELSE,6,6
2013,ELSE,7,6
2014,ELSE,7,6
2015,ELSE,8,7
2016,ELSE,7,7
2017,ELSE,8,7
2018,ELSE,7,7
2010,ELMG,355,318
2010,ETCIA,0,0
2011,ETCIA,0,0
2012,ETCIA,2,2
2013,ETCIA,2,2
2014,ETCIA,1,2
2015,ETCIA,1,1
2016,ETCIA,1,1
2017,ETCIA,1,1
2018,ETCIA,1,1
2010,EMR,21039,16890
2011,EMR,24222,19387
2012,EMR,24412,19481
2013,EMR,24669,19766
2014,EMR,24537,19466
2015,EMR,22304,17829
2016,EMR,14522,11240
2017,EMR,15264,11904
2018,EMR,17408,13620
2019,EMR,18372,14430
2009,MSN,207,192
2010,MSN,201,181
2011,MSN,163,151
2012,MSN,128,118
2013,MSN,78,74
2014,MSN,76,72
2015,MSN,46,47
2016,MSN,21,22
2017,MSN,15,19
2018,MSN,9,13
2010,ELX,399,336
2011,ELX,453,424
2012,ELX,502,423
2013,ELX,479,414
2014,ELX,447,391
2010,SORL,199,168
2011,SORL,217,187
2012,SORL,192,169
2013,SORL,209,189
2014,SORL,238,213
2015,SORL,219,196
2016,SORL,272,245
2017,SORL,391,349
2018,SORL,468,432
2010,ENERQ,254,288
2011,ENERQ,233,267
2009,EBF,518,448
2010,EBF,550,469
2011,EBF,517,454
2012,EBF,534,480
2013,EBF,542,471
2014,EBF,580,508
2015,EBF,569,491
2016,EBF,357,299
2017,EBF,370,307
2018,EBF,401,335
2010,ENZN,57,79
2011,ENZN,48,53
2012,ENZN,43,31
2013,ENZN,34,11
2014,ENZN,31,2
2015,ENZN,17,2
2016,ENZN,8,2
2017,ENZN,8,1
2018,ENZN,7,1
2010,VKSC,316,266
2011,VKSC,339,290
2012,VKSC,343,290
2013,VKSC,371,311
2014,VKSC,365,299
2015,VKSC,344,293
2016,VKSC,329,280
2017,VKSC,392,337
2018,VKSC,395,350
2009,ETCC,42,35
2010,ETCC,55,46
2011,ETCC,66,56
2012,ETCC,63,51
2013,ETCC,48,44
2014,ETCC,37,40
2015,ETCC,40,40
2016,ETCC,40,38
2017,ETCC,48,44
2018,ETCC,48,42
2010,ERIC,30355,25545
2011,ERIC,33132,28411
2012,ERIC,35138,31114
2013,ERIC,35557,30537
2014,ERIC,29137,25408
2015,ERIC,29226,24850
2016,ERIC,24515,22057
2017,ERIC,24630,25733
2018,ERIC,23724,21858
2019,ERIC,24322,21331
2010,ESCA,121,108
2011,ESCA,134,121
2012,ESCA,148,132
2013,ESCA,164,145
2014,ESCA,138,118
2015,ESCA,156,138
2016,ESCA,168,149
2017,ESCA,177,159
2018,ESCA,176,158
2010,ESP,29,24
2011,ESP,30,24
2012,ESP,32,26
2013,ESP,34,26
2014,ESP,27,25
2015,ESP,27,22
2016,ESP,27,23
2017,ESP,23,21
2018,ESP,33,28
2019,ESP,36,33
2010,ESL,1527,1268
2011,ESL,1718,1402
2012,ESL,1992,1644
2013,ESL,1970,1610
2014,ESL,2051,1681
2015,ESL,1774,1515
2016,ESL,1993,1713
2017,ESL,2000,1721
2018,ESL,2040,1739
2010,NEU,1797,1472
2011,NEU,2150,1806
2012,NEU,2223,1816
2013,NEU,2280,1886
2014,NEU,2335,1932
2015,NEU,2141,1743
2016,NEU,2049,1643
2017,NEU,2198,1808
2018,NEU,2290,1927
2019,NEU,2190,1767
2010,ESCC,27,30
2011,ESCC,28,28
2012,ESCC,25,26
2013,ESCC,30,27
2014,ESCC,26,27
2015,ESCC,35,32
2016,ESCC,33,30
2017,ESCC,31,28
2018,ESCC,37,33
2009,EXAR,135,141
2010,EXAR,146,155
2011,EXAR,131,132
2012,EXAR,122,109
2013,EXAR,125,120
2014,EXAR,162,158
2015,EXAR,152,137
2016,EXAR,110,106
2010,BOOM,155,137
2011,BOOM,209,179
2012,BOOM,202,172
2013,BOOM,210,179
2014,BOOM,203,176
2015,BOOM,167,158
2016,BOOM,159,152
2017,BOOM,193,173
2018,BOOM,326,270
2010,IIIN,212,200
2011,IIIN,337,315
2012,IIIN,363,350
2013,IIIN,364,336
2014,IIIN,409,377
2015,IIIN,448,403
2016,IIIN,419,348
2017,IIIN,389,343
2018,IIIN,453,399
2019,IIIN,456,437
2010,XOM,341578,286696
2011,XOM,433526,363839
2012,XOM,420714,354945
2013,XOM,390247,332764
2014,XOM,364763,313384
2015,XOM,236810,205879
2016,XOM,197518,174274
2017,XOM,237162,205195
2018,XOM,279332,238463
2010,FMC,3116,2461
2011,FMC,3378,2656
2012,FMC,3748,2946
2013,FMC,3875,3063
2014,FMC,4038,3252
2015,FMC,3277,2868
2016,FMC,3282,2616
2017,FMC,2879,2294
2018,FMC,4728,3440
2019,FMC,4610,3389
2010,FARM,450,453
2011,FARM,464,491
2012,FARM,495,478
2013,FARM,510,481
2014,FARM,528,496
2015,FARM,546,508
2016,FARM,544,507
2017,FARM,542,498
2018,FARM,607,564
2019,FARM,596,566
2010,FDML,6219,5612
2011,FDML,6910,6275
2012,FDML,6664,6215
2013,FDML,6786,6238
2014,FDML,7317,6744
2015,FDML,7419,6846
2016,FDML,7434,6795
2010,FSCR,50,48
2011,FSCR,56,53
2012,FSCR,59,54
2013,FSCR,57,52
2014,FSCR,61,56
2015,FSCR,64,59
2016,FSCR,78,69
2017,FSCR,77,70
2018,FSCR,75,67
2019,FSCR,73,66
2010,FSS,727,693
2011,FSS,796,749
2012,FSS,803,737
2013,FSS,851,766
2014,FSS,919,811
2015,FSS,768,652
2016,FSS,708,624
2017,FSS,899,786
2018,FSS,1090,929
2010,FOE,2102,1876
2011,FOE,2156,2013
2012,FOE,1769,1697
2013,FOE,1635,1423
2014,FOE,1112,1067
2015,FOE,1075,935
2016,FOE,1145,987
2017,FOE,1397,1182
2018,FOE,1612,1353
2010,CLBS,70,81
2011,CLBS,74,98
2012,CLBS,14,43
2013,CLBS,15,50
2014,CLBS,18,73
2015,CLBS,22,71
2016,CLBS,35,64
2017,CLBS,0,27
2018,CLBS,0,17
2010,SGK,461,390
2011,SGK,455,402
2012,SGK,461,418
2013,SGK,443,390
2010,MALJF,733,652
2011,MALJF,691,610
2012,MALJF,705,617
2013,MALJF,752,658
2014,MALJF,843,729
2015,MALJF,951,799
2016,MALJF,1004,832
2017,MALJF,969,806
2018,MALJF,967,817
2010,FLXS,326,306
2011,FLXS,339,319
2012,FLXS,352,329
2013,FLXS,386,362
2014,FLXS,439,409
2015,FLXS,467,428
2016,FLXS,500,457
2017,FLXS,469,425
2018,FLXS,489,456
2019,FLXS,444,435
2009,FLOW.1,174,171
2010,FLOW.1,217,205
2011,FLOW.1,254,233
2012,FLOW.1,259,240
2010,FLO,2574,2283
2011,FLO,2773,2479
2012,FLO,3046,2716
2013,FLO,3751,3330
2014,FLO,3749,3321
2015,FLO,3779,3338
2016,FLO,3927,3480
2017,FLO,3921,3508
2018,FLO,3952,3548
2010,F,128954,110147
2011,F,136264,119502
2012,F,134252,118657
2013,F,146917,132132
2014,F,144077,130588
2015,F,149558,131464
2016,F,151800,135853
2017,F,156776,139610
2018,F,160338,143151
2019,F,155900,139640
2009,FRX,4112,2903
2010,FRX,4378,2861
2011,FRX,4548,3226
2012,FRX,3094,3049
2013,FRX,3647,2975
2010,PVEN,0,0
2011,PVEN,0,0
2012,PVEN,0,0
2010,FELE,714,615
2011,FELE,821,700
2012,FELE,891,748
2013,FELE,965,807
2014,FELE,1048,889
2015,FELE,925,796
2016,FELE,950,804
2017,FELE,1125,975
2018,FELE,1298,1125
2009,FEIM,49,46
2010,FEIM,53,48
2011,FEIM,64,54
2012,FEIM,69,61
2013,FEIM,72,64
2014,FEIM,77,70
2015,FEIM,60,56
2016,FEIM,50,48
2017,FEIM,39,49
2018,FEIM,50,50
2009,FRD,65,62
2010,FRD,132,118
2011,FRD,162,148
2012,FRD,136,126
2013,FRD,116,112
2014,FRD,108,106
2015,FRD,82,80
2016,FRD,78,80
2017,FRD,121,116
2018,FRD,187,178
2009,FUJIY,23359,20182
2010,FUJIY,26789,22860
2011,FUJIY,26639,23475
2012,FUJIY,23521,20805
2013,FUJIY,23693,20914
2014,FUJIY,20779,18317
2015,FUJIY,22164,19383
2016,FUJIY,20843,18170
2017,FUJIY,22913,20481
2018,FUJIY,21943,18877
2010,FUL,1356,1207
2011,FUL,1558,1387
2012,FUL,1886,1663
2013,FUL,2047,1788
2014,FUL,2104,1851
2015,FUL,2085,1816
2016,FUL,2095,1817
2017,FUL,2309,2019
2018,FUL,3041,2596
2019,FUL,2897,2486
2010,AJRD,858,782
2011,AJRD,918,842
2012,AJRD,995,913
2013,AJRD,1383,1285
2014,AJRD,1597,1448
2015,AJRD,1708,1543
2016,AJRD,1761,1583
2017,AJRD,1877,1682
2018,AJRD,1896,1593
2010,GD,32466,27952
2011,GD,32677,28148
2012,GD,31682,27544
2013,GD,31218,26939
2014,GD,30852,26438
2015,GD,31469,26832
2016,GD,31353,26590
2017,GD,30973,26355
2018,GD,36193,30973
2009,GIS,14797,11653
2010,GIS,14880,11646
2011,GIS,16658,13441
2012,GIS,17774,14260
2013,GIS,17910,14367
2014,GIS,17630,14324
2015,GIS,16563,13109
2016,GIS,15620,12168
2017,GIS,15740,12387
2018,GIS,16865,13370
2010,GM,135592,122990
2011,GM,150276,137269
2012,GM,152256,145822
2013,GM,155427,142819
2014,GM,155929,143413
2015,GM,152356,135330
2016,GM,166380,144317
2017,GM,145588,120465
2018,GM,147049,126557
2019,GM,137237,118521
2010,SPXC,4887,4406
2011,SPXC,4551,4125
2012,SPXC,5100,4662
2013,SPXC,4717,4234
2014,SPXC,4721,4345
2015,SPXC,1777,1776
2016,SPXC,1472,1375
2017,SPXC,1426,1356
2018,SPXC,1539,1390
2010,GNTX,816,587
2011,GNTX,1024,750
2012,GNTX,1100,810
2013,GNTX,1172,802
2014,GNTX,1376,899
2015,GNTX,1544,1004
2016,GNTX,1679,1079
2017,GNTX,1795,1168
2018,GNTX,1834,1224
2009,GRB,458,439
2010,GRB,463,445
2009,GIGA,19,18
2010,GIGA,21,20
2011,GIGA,13,19
2012,GIGA,14,18
2013,GIGA,13,17
2014,GIGA,18,18
2015,GIGA,15,18
2016,GIGA,16,18
2017,GIGA,10,12
2018,GIGA,11,11
2010,GLT,1466,1327
2011,GLT,1612,1460
2012,GLT,1585,1423
2013,GLT,1726,1573
2014,GLT,1810,1635
2015,GLT,1667,1517
2016,GLT,1611,1470
2017,GLT,1596,1452
2018,GLT,866,794
2010,GSK,44167,33982
2011,GSK,43047,28242
2012,GSK,43485,30246
2013,GSK,44571,31585
2014,GSK,36322,25459
2015,GSK,35762,26726
2016,GSK,34898,24106
2017,GSK,41320,29104
2018,GSK,39662,27256
2019,GSK,45169,35400
2010,WSRC,1,0
2011,WSRC,0,0
2009,GLDC,128,120
2010,GLDC,131,123
2011,GLDC,136,129
2012,GLDC,137,131
2013,GLDC,136,129
2014,GLDC,132,125
2015,GLDC,136,127
2010,GR,6967,5732
2011,GR,8075,6450
2010,GT,18832,17440
2011,GT,22767,20924
2012,GT,20992,19163
2013,GT,19540,17458
2014,GT,18138,15894
2015,GT,16443,14073
2016,GT,15158,12652
2017,GT,15377,13241
2018,GT,15475,13486
2019,GT,14745,13130
2010,GRC,297,247
2011,GRC,359,305
2012,GRC,376,321
2013,GRC,392,336
2014,GRC,435,367
2015,GRC,406,354
2016,GRC,382,329
2017,GRC,379,322
2018,GRC,414,348
2019,GRC,398,354
2010,KYTH,4,22
2011,KYTH,13,24
2012,KYTH,20,55
2013,KYTH,0,50
2014,KYTH,0,79
2010,GRA,2675,2276
2011,GRA,3212,2658
2012,GRA,3156,2558
2013,GRA,3061,2368
2014,GRA,3243,2659
2015,GRA,3052,2384
2016,GRA,1599,1201
2017,GRA,1717,1298
2018,GRA,1932,1427
2019,GRA,1958,1424
2010,GGG,744,558
2011,GGG,895,636
2012,GGG,1012,728
2013,GGG,1104,788
2014,GGG,1221,876
2015,GGG,1286,941
2016,GGG,1329,977
2017,GGG,1475,1058
2018,GGG,1653,1170
2019,GGG,1646,1173
2009,GHM,62,51
2010,GHM,74,63
2011,GHM,103,84
2012,GHM,105,89
2013,GHM,102,85
2014,GHM,135,110
2015,GHM,90,81
2016,GHM,92,83
2017,GHM,78,73
2018,GHM,92,86
2010,PXFG,17,21
2011,PXFG,16,17
2012,PXFG,17,16
2013,PXFG,19,18
2014,PXFG,22,21
2015,PXFG,22,22
2010,ALSE,0,3
2011,ALSE,0,2
2012,ALSE,1,2
2013,ALSE,0,1
2010,GEF,3462,2978
2011,GEF,4248,3727
2012,GEF,4270,3799
2013,GEF,4353,3841
2014,GEF,4239,3768
2015,GEF,3617,3216
2016,GEF,3324,2888
2017,GEF,3638,3179
2018,GEF,3874,3355
2019,GEF,4595,3937
2010,HEIIQ,36,35
2011,HEIIQ,37,34
2012,HEIIQ,40,39
2013,HEIIQ,45,41
2010,HWG,168,150
2011,HWG,139,137
2012,HWG,131,133
2013,HWG,129,129
2010,LHX,5206,4104
2011,LHX,5925,4699
2012,LHX,5451,4230
2013,LHX,5112,3950
2014,LHX,5012,3929
2015,LHX,5083,4012
2016,LHX,7467,5889
2017,LHX,5900,4496
2018,LHX,6182,4738
2019,LHX,6801,5391
2010,HSC,3039,2562
2011,HSC,3303,2805
2012,HSC,3046,2592
2013,HSC,2897,2490
2014,HSC,2066,1764
2015,HSC,1723,1450
2016,HSC,1451,1193
2017,HSC,1607,1328
2018,HSC,1722,1402
2010,HAS,4002,3268
2011,HAS,4286,3517
2012,HAS,4089,3340
2013,HAS,4082,3323
2014,HAS,4277,3480
2015,HAS,4448,3603
2016,HAS,5020,4044
2017,HAS,5210,4228
2018,HAS,4580,3813
2019,HAS,4720,3887
2010,AMOT,81,74
2011,AMOT,111,100
2012,AMOT,102,93
2013,AMOT,126,113
2014,AMOT,250,218
2015,AMOT,232,203
2016,AMOT,246,218
2017,AMOT,252,223
2018,AMOT,311,275
2010,HEI,617,491
2011,HEI,765,609
2012,HEI,897,693
2013,HEI,1009,791
2014,HEI,1132,895
2015,HEI,1189,911
2016,HEI,1376,1045
2017,HEI,1525,1153
2018,HEI,1778,1327
2019,HEI,2056,1513
2009,KHC,10495,8630
2010,KHC,10707,8763
2011,KHC,11649,9646
2012,KHC,11529,9474
2013,KHC,0,0
2014,KHC,10922,8174
2015,KHC,18338,13316
2016,KHC,26487,17909
2017,KHC,26232,17917
2018,KHC,26268,19251
2009,HELE,648,541
2010,HELE,777,645
2011,HELE,1182,1013
2012,HELE,1288,1104
2013,HELE,1317,1136
2014,HELE,1445,1238
2015,HELE,1546,1322
2016,HELE,1537,1315
2017,HELE,1490,1266
2018,HELE,1564,1331
2010,HRLY,188,160
2010,HSY,5671,4505
2011,HSY,6081,4834
2012,HSY,6644,5266
2013,HSY,7146,5606
2014,HSY,7422,5779
2015,HSY,7387,5711
2016,HSY,7440,5862
2017,HSY,7515,5734
2018,HSY,7791,5755
2019,HSY,7986,6270
2010,HPQ,126033,108297
2011,HPQ,127245,110528
2012,HPQ,120357,105901
2013,HPQ,112298,99232
2014,HPQ,111454,98028
2015,HPQ,103355,90913
2016,HPQ,48238,44374
2017,HPQ,52056,47691
2018,HPQ,58472,53618
2019,HPQ,58756,53825
2010,HXL,1174,991
2011,HXL,1392,1151
2012,HXL,1578,1287
2013,HXL,1678,1348
2014,HXL,1856,1473
2015,HXL,1861,1452
2016,HXL,2004,1551
2017,HXL,1973,1508
2018,HXL,2189,1677
2019,HXL,2356,1789
2010,CRAWA,5,6
2011,CRAWA,5,6
2012,CRAWA,5,5
2013,CRAWA,6,6
2014,CRAWA,6,6
2015,CRAWA,6,6
2016,CRAWA,7,7
2017,CRAWA,24,20
2018,CRAWA,66,57
2010,HRC,1470,1169
2011,HRC,1592,1274
2012,HRC,1634,1310
2013,HRC,1716,1411
2014,HRC,1686,1401
2015,HRC,1988,1659
2016,HRC,2655,2137
2017,HRC,2744,2193
2018,HRC,2848,2268
2019,HRC,2913,2338
2009,HTHIY,96023,87887
2010,HTHIY,112564,101178
2011,HTHIY,117290,106467
2012,HTHIY,96018,87097
2013,HTHIY,93379,83783
2014,HTHIY,81485,72151
2015,HTHIY,89257,79115
2016,HTHIY,82239,73262
2017,HTHIY,88217,78068
2018,HTHIY,85559,75439
2010,HFC,8323,7942
2011,HFC,15440,13517
2012,HFC,20091,16964
2013,HFC,20161,18576
2014,HFC,19764,18885
2015,HFC,13238,11647
2016,HFC,10536,9618
2017,HFC,14251,12875
2018,HFC,17715,15635
2010,HNI,1687,1557
2011,HNI,1833,1702
2012,HNI,2004,1869
2013,HNI,2060,1905
2014,HNI,2223,2026
2015,HNI,2304,2066
2016,HNI,2203,1960
2017,HNI,2176,1974
2018,HNI,2258,2037
2009,HMC,91854,81218
2010,HMC,107985,93738
2011,HMC,96446,87177
2012,HMC,104906,93022
2013,HMC,114998,100202
2014,HMC,111105,96403
2015,HMC,129880,114039
2016,HMC,125655,106876
2017,HMC,144644,122596
2018,HMC,143390,122965
2010,HRL,7221,6452
2011,HRL,7895,7055
2012,HRL,8231,7385
2013,HRL,8752,7834
2014,HRL,9316,8263
2015,HRL,9264,8046
2016,HRL,9523,8105
2017,HRL,9168,7795
2018,HRL,9546,8227
2019,HRL,9497,8192
2010,HUBB,2541,2110
2011,HUBB,2872,2381
2012,HUBB,3044,2507
2013,HUBB,3184,2607
2014,HUBB,3359,2759
2015,HUBB,3390,2793
2016,HUBB,3505,2902
2017,HUBB,3669,3037
2018,HUBB,4482,3762
2019,HUBB,4591,3806
2010,HURC,106,110
2011,HURC,180,159
2012,HURC,203,177
2013,HURC,193,175
2014,HURC,222,197
2015,HURC,219,191
2016,HURC,227,204
2017,HURC,244,219
2018,HURC,301,263
2019,HURC,263,237
2010,HTCH,347,338
2011,HTCH,278,276
2012,HTCH,249,248
2013,HTCH,250,233
2014,HTCH,261,240
2015,HTCH,253,236
2010,HYDI,6,7
2011,HYDI,6,6
2012,HYDI,6,5
2010,IEC,97,88
2011,IEC,133,120
2012,IEC,145,130
2013,IEC,141,134
2014,IEC,136,130
2015,IEC,127,123
2016,IEC,127,118
2017,IEC,96,93
2018,IEC,117,112
2019,IEC,157,147
2010,ITT,10995,9852
2011,ITT,2119,1898
2012,ITT,2228,1977
2013,ITT,2497,2202
2014,ITT,2655,2257
2015,ITT,2486,2007
2016,ITT,2405,2014
2017,ITT,2585,2173
2018,ITT,2745,2342
2010,ITW,15870,12965
2011,ITW,17787,14466
2012,ITW,17924,14464
2013,ITW,14135,11099
2014,ITW,14484,11089
2015,ITW,13405,10061
2016,ITW,13599,10065
2017,ITW,14314,10453
2018,ITW,14768,10723
2019,ITW,14109,10707
2010,TLGT,6,9
2011,TLGT,8,10
2012,TLGT,9,11
2013,TLGT,18,18
2014,TLGT,34,29
2015,TLGT,44,44
2016,TLGT,67,60
2017,TLGT,67,74
2018,TLGT,66,73
2010,IMMU,61,26
2011,IMMU,15,32
2012,IMMU,33,30
2013,IMMU,5,35
2014,IMMU,9,44
2015,IMMU,6,51
2016,IMMU,3,62
2017,IMMU,3,81
2018,IMMU,2,142
2010,IMO,23630,20068
2011,IMO,29154,24221
2012,IMO,29715,24097
2013,IMO,31299,26648
2014,IMO,34669,29283
2015,IMO,25188,21908
2016,IMO,23399,21567
2017,IMO,27452,24919
2018,IMO,33297,28589
2009,IEHC,12,10
2010,IEHC,14,11
2011,IEHC,13,11
2012,IEHC,13,11
2013,IEHC,15,13
